11.39.26,3.9
11.44.27,3.9
11.49.27,4.1
11.54.27,4.0
11.59.28,4.1
12.4.28,4.0
12.9.28,4.0
12.14.29,4.0
12.19.29,4.1
12.24.29,4.0
12.29.30,4.0
12.34.30,4.0
12.39.30,4.0
12.44.31,4.0
12.49.31,4.0
12.54.32,4.0
12.59.32,4.0
13.4.32,3.9
13.9.33,4.0
13.14.33,4.0
13.19.34,4.0
13.24.34,4.0
13.29.34,4.0
13.34.35,4.0
13.39.35,4.0
13.44.36,4.0
13.49.36,4.0
13.54.36,4.0
13.59.37,4.0
14.4.37,4.0
14.9.37,4.0
14.14.38,4.0
14.19.38,4.0
14.24.39,4.0
14.29.39,4.0
14.34.39,4.0
14.39.40,4.0
14.44.40,4.0
14.49.40,4.0
14.54.41,4.0
14.59.41,4.0
15.4.41,4.0
15.9.42,4.0
15.14.42,4.0
15.19.43,3.9
15.24.43,3.9
15.29.43,3.9
15.34.44,3.9
15.39.44,3.9
15.44.44,4.0
15.49.45,3.9
15.54.45,3.9
15.59.46,3.9
16.4.46,3.9
16.9.46,3.9
16.14.47,3.9
16.19.47,3.9
16.24.48,3.9
16.29.48,3.9
16.34.48,3.8
16.39.49,3.9
16.44.49,3.8
16.49.49,3.8
16.54.50,3.7
16.59.50,3.8
17.4.51,3.8
17.9.51,3.8
17.17.32,3.7
17.22.33,3.8
17.27.33,3.8
17.32.34,3.8
17.37.34,3.8
17.42.34,3.8
17.47.35,3.8
17.52.35,3.8
17.57.36,3.7
18.2.36,3.7
18.7.36,3.7
18.12.37,3.7
18.17.37,3.7
18.22.37,3.7
18.27.38,3.7
18.32.38,3.7
18.37.38,3.7
18.42.39,3.7
18.47.39,3.7
18.52.39,3.7
18.57.40,3.7
19.2.40,3.7
19.7.40,3.7
19.12.41,3.7
19.17.41,3.6
19.22.41,3.7
19.27.42,3.7
19.32.42,3.6
19.37.43,3.6
19.42.43,3.7
19.47.43,3.6
19.52.44,3.6
19.57.44,3.7
20.2.44,3.6
20.7.45,3.6
20.12.45,3.6
20.17.45,3.6
20.22.46,3.6
20.27.46,3.6
20.32.46,3.6
20.37.47,3.6
20.42.47,3.6
20.47.47,3.6
20.52.48,3.6
20.57.48,3.6
21.2.49,3.6
21.7.49,3.6
21.12.49,3.6
21.17.50,3.6
21.22.50,3.6
21.27.50,3.5
21.32.51,3.6
21.37.51,3.6
21.42.52,3.5
21.47.52,3.5
21.52.52,3.5
21.57.53,3.5
22.2.53,3.5
22.7.54,3.5
22.12.54,3.5
22.17.54,3.5
22.22.55,3.5
22.27.55,3.4
22.32.55,3.5
22.37.56,3.4
22.42.56,3.5
22.47.56,3.4
22.52.57,3.4
22.57.57,3.4
23.2.58,3.4
23.7.58,3.4
23.12.58,3.4
23.17.59,3.4
23.22.59,3.4
23.28.0,3.4
23.33.0,3.4
23.38.0,3.3
23.43.1,3.3
23.48.1,3.3
23.53.1,3.3
23.58.2,3.3
